,tweet,class
5188,lmao take thru quavo cant shit make hooks offset da solid kno niccas tellin dat,1
5189,hoe like,1
5190,bitch tweet answer,1
5191,ayyyyyyeeeeee nigga back bitch,1
5192,mite hit rec know cell marcus jax gone try hit hoe,1
5193,couldnt help man niggas pussy robbing chick shootin,1
5194,way raps fucking bitch banters money entertaining crazy,1
5195,swear des hoes making challenges,1
5196,tried one pom pomegranate juices n swear tasted like flavored pissdont ask lol,1
5197,shut yo hoe ass,1
5198,lol one old bitches,1
5199,gonn comment cause closet hoes lol team getchoassoutdatcloset lol,1
5200,aight bet bitch,1
5201,nothing says fashion like cunt hat,1
5203,looks like youre gon na blow someone fag,1
5205,yup pickin white bitches bare like chicken leg,1
5206,accident lmfao hoes trynna lowkey slick,1
5207,thus term redneck also creator mocked good youexcellent precept daughter,1
5208,entire pats bandwagon faggots,0
5209,told u ugly niggas get bitches young promise u work ya magic lol,1
5210,good job tonight need eat crackers soyoull stop throwing,2
5211,youre fucking loudmouth ignorant redneck fuck still tryin suck dick cant dumbfuckits short,1
5212,got bitch named banana pussy bananas swear got ta say pussy bananas lil cool azz bitch da westside,1
5213,fuck pussy made mistake started cj spiller chris ivory week fuck,1
5214,tylar shut bitch usta make,1
5215,bet hoe,1
5216,ion sneak diss broke bitches,1
5217,ah lien ass hoe,1
5218,hey ill leave abbey oh get job slope might move back cause id lose lots money buying tickets,2
5219,strippers sexy hoes follow mans,1
5220,house bitch,1
5221,eat yo pickles bitches,1
5222,studies show youre faggot,0
5223,nope super chocolatey yummy brownies,2
5224,whats puto isnt bitch spanish,1
5225,mutha fuckahs better bring brownies ever,1
5226,dont ignore faggots c,1
5227,dont trash,2
5229,shame mama didnt teach call women bitch well aint fortunate guess,1
5230,shut faggot ras need make album together well ras fell didnt cont,1
5231,man bitches denial,1
5232,pissed males judge females pussy gone judge get mad deny loose gap,1
5233,marxist kikes promoted antisemitism creating film incentive promote enemies,2
5234,young based god olympics stay fuckin bitches,1
5235,update pretty much broke made absolutely annoying retarded,1
5236,ie dont make hoe housewife,1
5237,bitch whatever nigga u scared play,1
5238,cant give hillbillies audience theyll squander every time,1
5239,faggots drive stick,0
5240,lol bitch yo display name,1
5241,go jerk lollis faggot,0
5242,smh whats wrong wit u ho,1
5243,yea dont live guess still got roofs arent fixed charlie jeanne,2
5244,dont fuck hoes ask paco,1
5245,didnt want fuck steve bitch lmao,1
5246,lightweight heavyweight dont matter still knock bitches,1
5247,hahamonkey feeti like itbut realfeet magical backit smoothes every nook cranny tightness,2
5248,shes cunt,0
5249,vince general feeling natives know regards term redskins offensive,1
5250,kill coons,0
5251,cunt needs hands cut,1
5252,dont raise ur hand niggah,1
5253,niggah niggah lol,1
5254,problem niggah,1
5255,good niggah lol,1
5256,wassup niggah,1
5258,bird one gods creatures,2
5260,eat shit working nappy bitch,1
5261,might cant really sure weird little bird said might possibility stay tuned maybe,2
5262,birds feather stand peta stand sanity,2
5263,everything jayz writes trash,2
5264,normally would say must great pussy since ive seen thats true idk,1
5265,destiny make titanfall bitch,1
5266,yeah better play ya nigger,0
5267,id chink left blue balls,1
5268,cold going around little hick town everyone know locked houses better week stay well,2
5269,read wo slant orig statement said everything havethat extreme comment made,2
5270,godly u fuckin redneck peckerwood,1
5271,yaaaasssss buhlowin timeline negro,1
5272,fuck store bitch,0
5273,inferred tried ho nam dodged great leader,2
5274,peak war w joins texas natl guard get outta nam facts bitch,1
5275,lol bitch nigga ima get gay homies,1
5277,thats trash ot,1
5278,btw jim crow laws supported democrats republicans mlk republican fact,2
5279,yes das def da problemif histeacher spear chucker woulda gt dose rite,2
5280,suppoillegals coming spreading disease among americans dream bitch,0
5281,judge appointed obama doesnt see agenda fucking crooked bitch,1
5282,hey windy dildo take trash buzzzzz,1
5283,msnbc msm said blocking flights africa racist yea right id vote bitch gold digger,1
5284,second add ruined new low picking cripple,2
5285,says pedophile promoting dolt lmao teabagger,1
5287,whatd note say stop bitch heres flowers gets em everytime,1
5288,money cars clothes hoes lol want successful lol,1
5289,bullshit bitch show lana kane,1
5290,look shit imma bitch forreal,1
5291,remind yall cuz hoes acting like dont know,1
5292,much hoes,1
5293,steal bitch,1
5294,sum bitch looks good man pick one,1
5295,hes faggot dont like im side state,0
5296,nigga spun around pussy,1
5297,mentallity flaming fag serious mental issue,1
5298,fight bitch,1
5299,feel warm fuzzies,2
5300,according place kitchen excuse take trash,2
5301,trash meant u lmaooo,2
5302,real shit bro yo hoe told smoothie king straws ca fuck,1
5303,yu forgot beat yall thats like garbage man calling janitor trash,2
5304,bitch coulda stores looking,1
5305,tranny dragons eh know people love,2
5306,whatchu doin today nig,1
5307,wud nig got ta new number text,1
5308,tease dick faggot,1
5309,bitch called missing dick,1
5310,fuck outta faggot wouldnt even fair,0
5311,lmaoo typical nig nog bombs shouldve got pics,1
5313,use word faggots,1
5314,bitch got fucked,1
5315,always hatin lmao,1
5316,cuz thought got wife picked hoe im lovin songs man keep coming,1
5317,stfu bitch,1
5318,could get half band fellas dope female followers state much pay pussy,1
5319,thought retard,1
5320,hear dumb bitch said one likes ohshitnigga,1
5321,bitch want,1
5322,glad could get daily dose giggles faggot,1
5323,hey faggot spell faggot right dipshit,1
5324,shut fuck fag ill beat shit outta,0
5325,yeah nigga get bitches matts fucking gay shit,1
5326,im fake bitch meet school nigga,1
5327,cause ima blindside shit outta niggah,1
5328,fuck bitch smd,1
5329,haha bitch,1
5330,insecure much put insults one tweet fucking dumbass dude id wreck faggot,0
5331,smokin cali smoke fuckin bitch wbu,1
5332,shut niglet,1
5333,sun follow bitch cant shit stfu faggot,1
5334,learn read bitch,1
5335,think bitch,1
5336,beanies steal description u arent salty fake,2
5337,lol probably right fuck bitch spanish,1
5338,always want speak ppl converse twitter always look like bitch idk real life smh,1
5339,remembers dick lol wants recommend shoot bitch show might snap,1
5343,hate birds piss fact cant fly,2
5344,like tweeting like wen yu aint talking yo hoes like ill wait,1
5345,im tired dat bitch mannn,1
5346,great qbs fold pressure gshit u blitz peyton ass gon gook,1
5347,always white bitch something op lol like give zero fucks comes dick,1
5348,white bitch g choppin whole line niggas,1
5349,ima miss smiley graham daniel tho pretty cool ima beat andrews bitch ass every day,1
5350,haha say damn called bad bitch mean mean bitch lmfao,1
5351,quit using song lyrics queer,1
5352,janemba better yo pussy ass,1
5354,bitch til thursday,1
5355,daggone twins kick notch time beat yankees,2
5356,good thing season firecashman,2
5357,scores dont matter spring training man,2
5358,fell asleep,2
5359,go away already,2
5360,isnt kind saying braves wont make world series lol,2
5361,probably time put twitter feed bed nyy,2
5362,team sucks,2
5363,ugh,2
5364,pussy watch nuh mi neva lov mon badmon,1
5365,way hoes boo,1
5366,whatever neymar trash,2
5367,hate faggot corny,0
5368,mannn mexicans houston love high school freshman hoes,1
5369,yeah people know hes trash game limited showed late games portland,2
5370,way take orders like little bitch bitch,1
5371,home coon,2
5372,bitches better watch running tables tonight,1
5373,hey send songs need put hoes cd bang em ride around,1
5374,want poms back lmfao,2
5375,born yellow,2
5376,agree never know may begging get dropped makes pussy wet guaranteed married right,1
5377,hahaha made ya eat crow,2
5378,im crazy wayne rap pussy songs row,1
5379,lol girrrrl bitches crazzzzy,1
5380,got feelin like trappin aint dead got ready call guala salute da truth seenitall seenitalltheautobiography,2
5381,nahh bitch yu always playn yu almost got feelings hurt,1
5382,fuck das wat bitches wit uh fuckd mouf,1
5383,wish wood like tree bitch,1
5385,gay fags,0
5386,like tree bitch asshat,1
5387,bitch already got past demons herseeding gone fuse,1
5388,nicca fucc yu,1
5389,lol send dat nicca clean talmbout n really,1
5390,said pussy dat ass yo tongue boy,1
5391,lol da reason cant talk bout da present cuz nicca hun aint played yr,1
5392,need stamcbob williams shoot let play bird,2
5393,everybody dot moboredmickey factz battled clips wore ancient hong kong shit different colored hitops,1
5394,lifestyles raw dog one magnum put dickhead hole cumin pussy lips,1
5395,hoe meter went,1
5396,shit ill pay premium get away anything ass hoes,0
5398,swear god log later im posting score every social network bitch ass nigga,1
5399,nah pussy wont,1
5400,sup fat bitch,1
5401,someone told cuz ppl like use bitch females dont like calles female meh shrugs,1
5402,one sick bitch,1
5403,little girl tom sawyer gets trapped cave along injun joe almost die injun joe dies find treasure,2
5404,take bitch recieve head mom,1
5405,fasho fasho hurry ya ass nicca,1
5406,wow love called slut really wouldnt ever cheat girl bitches dumb,1
5407,thirsty hoes,1
5408,got cold white hoes knoxville tho dont right strip boaaa,1
5409,called people kikes lot fucks,1
5410,thirsty hoe,1
5412,lol cracker,1
5413,like pussy would ashamed,1
5414,photoshop putting head fags proof,1
5415,fuck r u talking told u going tell u nigga love white bitch gtf bro,0
5416,yeet got ta least drop bitches like month intervals shit,1
5417,im jus tryn figure dem niccas together like dat,1
5418,finger throbbing pussy flaps,1
5419,bitch tryna get free promoting n shit lmaooo see tha cut,1
5420,eat bitch,1
5421,meet eat bitch,1
5422,meet molly whoop yo bitch ass,1
5423,naw nigga whats em hands happened shit talking couple months ago eat bitch,1
5424,katy clear lake hoes,1
5425,supposed attract bitches tutu though,1
5426,hes gon na get dem bitches,1
5428,classic drunk carter texts never fail hey stfu im coming oops im come fuck outside bitch,1
5431,lol bitch im indian op,1
5432,well least youre going somthing dont bitch even wrong thing,1
5433,aw drake sit corner cry listen lmfao pussy dick rider drakes cock taste faggot,0
5434,cool cool fuck wit u nicca,1
5435,thirsty ass hoe go sleep,1
5436,bro u trash zombies,2
5437,happened going fishing bitch,1
5438,continues turn pussy lol,1
5440,point ppint bitch,1
5441,bitch died read,1
5442,bitch wea going,1
5443,lmfao bitch talking,1
5444,yess bitch messyyy,1
5445,bitch cant hold real nigga fa long bruh ask mama pay ticket fa,1
5446,fucking nasty got held wrong pussy im telling bet ever kiss im breaking w u,1
5447,skate trash skate goat dlc,2
5448,ahh im much bitch live campus get lazy wouldnt want drive home,1
5449,picture makes look like serious fag justsayin lol,0
5450,lol possible hoe treat right way love right way hoe hoe,1
5451,lol think right way wrong way love someone hoe may love got,1
5453,yalls little punk ass bitches doe,1
5454,tf look like delivery bitch ahaha,1
5455,got tired hearing eat pussy ways like damn,1
5456,ive tried always hit eat mega stuffed oreos cant figure programs lol,2
5457,orr thts lor bae tho wyd u fucking hoe,1
5458,look said lls new era girl bye kill bitches w kindness wht cousin,1
5459,said want dj mix track regardless use video gon dumb retarded reg versi,1
5460,aint nobody got time fo dat ghetto black lady voice,1
5461,thats regular season losses retarded,1
5462,fuck hoes lol,1
5463,swag bitch aha,1
5464,faggots old people people cant drive drunk people,0
5465,fuck brett farve redneck ass stuckup dont give damn lol campus acting like shit,0
5466,youll make team niggas trash lol,0
5467,even sure bro im ignoring hubitches tonightlol,1
5468,song ion kno referred future wife bitch,1
5469,bitches love alex target,1
5470,somebody looks like die first tubes flappy bird lol,2
5471,back ya queer bag,1
5472,got ta find know cali got hoes,1
5473,lmaooo boy thought ws type right spelling hoe,1
5474,bird gone run ass,1
5475,tracy morgan sad comparison come try dwight howard accurate stupid monkey,2
5476,niggah im yo lil bro fuck,1
5477,niggah,1
5478,im colored aint supposed good influence,1
5480,theeepp thats bitch,1
5481,derrrrrrr songs actually good compared trash shes showman omg,2
5483,stfu im gon na fuck oh pussy ads nigga,1
5484,bitch u one steady talking stfu bout shit hoe ass nigga,1
5485,said stop putting words mouth thats something bitch would,1
5486,dont got beef tell yo boy alex stop acting like bitch bring duck ass,1
5487,ok rightwing teabaggers gun nuts like harris hell even fucking cops,1
5489,miss bitch,1
5490,jenny says youre evil bitch,1
5492,kinda figured lil bit u said bitch u cute,1
5493,dying oh bitch exit mentions last era huge album tour golden globe cont,1
5494,bitch thick bitches ass tv want,1
